"nta_name","location_name","latitude","longitude"
"Schuylerville-Throgs Neck-Edgewater Park","Schuylerville Preparatory High School","40.839775","-73.839583"
"Mott Haven-Port Morris","P.S. 179","40.80908","-73.919773"
"Chinatown","Forsyth Satellite Academy","40.722415","-73.990468"
"Soundview-Castle Hill-Clason Point-Harding Park","I.S. 174 Eugene T. Maleska","40.8147","-73.8566"
"East New York","P.S./I.S. 072 Annette P Goldman","40.669358","-73.879131"
"Van Cortlandt Village","High School of American Studies at Lehman College","40.874725","-73.895543"
"Queensboro Hill","P.S. 120 Queens","40.745215","-73.828674"
"Bushwick North","J.H.S. 291 Roland Hayes","40.695875","-73.915217"
"West Concourse","The Walton Avenue School","40.8404","-73.915879"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","The International Charter School of New York","40.692434","-73.986867"
"University Heights-Morris Heights","P.S. 396","40.854335","-73.913016"
"Crown Heights North","P.S. 022","40.6771","-73.960093"
"Park Slope-Gowanus","P.S. 321 William Penn","40.671816","-73.978633"
"West Farms-Bronx River","P.S. 196","40.830811","-73.877305"
"East Harlem North","The Bilingual Bicultural School","40.793363","-73.941955"
"Lenox Hill-Roosevelt Island","J.H.S. 167 Robert F. Wagner","40.771541","-73.957827"
"Upper West Side","Edward A. Reynolds West Side High School","40.797136","-73.966779"
"Canarsie","High School for Innovation in Advertising and Medi","40.640543","-73.898601"
"Battery Park City-Lower Manhattan","The Peck Slip School","40.708774","-74.002407"
"East Flatbush-Farragut","P.S. 235 Janice Marie Knight School","40.655337","-73.940922"
"Erasmus","P.S. 399 Stanley Eugene Clark","40.648277","-73.951664"
"Rosedale","Success Academy Charter School - Rosedale - New Yo","40.655811","-73.738793"
"Washington Heights North","J.H.S. 143 Eleanor Roosevelt","40.849311","-73.930991"
"Bushwick South","Evergreen Middle School for Urban Exploration","40.688647","-73.910589"
"Crown Heights North","P.S. 335 Granville T. Woods","40.674491","-73.928673"
"East Harlem South","Academy of Environmental Science Secondary High Sc","40.785107","-73.942154"
"Astoria","Long Island City High School","40.765881","-73.933907"
"West Farms-Bronx River","Monroe Academy for Visual Arts & Design","40.832508","-73.878191"
"Chinatown","P.S. 126 Jacob August Riis","40.710651","-73.99742"
"Bushwick South","P.S. 106 Edward Everett Hale","40.693318","-73.913378"
"East Harlem South","Capital Preparatory (CP) Harlem Charter School","40.793098","-73.951367"
"Van Cortlandt Village","P.S. 340","40.869407","-73.897171"
"Bensonhurst West","P.S. 112 Lefferts Park","40.619417","-74.000565"
"Clinton","Stephen T. Mather Building Arts & Craftsmanship Hi","40.763655","-73.990318"
"Central Harlem North-Polo Grounds","Mott Hall High School","40.817228","-73.947151"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Urban Assembly Institute of Math and Science for Y","40.694629","-73.988323"
"Gramercy","Gramercy Arts High School","40.735361","-73.987064"
"Midwood","P.S. 193 Gil Hodges","40.62208","-73.950321"
"Central Harlem South","STEM Institute of Manhattan","40.801573","-73.955583"
"Co-op City","P.S. 153 Helen Keller","40.874035","-73.831669"
"Upper West Side","The Global Learning Collaborative","40.786134","-73.974483"
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx Bridges High School","40.821218","-73.85593"
"Crotona Park East","Explorations Academy H.S.","40.836245","-73.890591"
"Canarsie","I.S. 068 Isaac Bildersee","40.635388","-73.911215"
"Park Slope-Gowanus","John Jay Hs","40.6696","-73.9793"
"Starrett City","Frederick Douglass Academy VIII Middle School","40.64664","-73.881997"
"Erasmus","Central Brooklyn Ascend Charter School","40.638957","-73.948982"
"Bellerose","P.S. 133 Queens","40.732458","-73.717819"
"Kew Gardens","P.S. 099 Kew Gardens","40.711502","-73.827722"
"Central Harlem South","Wadleigh Secondary School for the Performing & Vis","40.80261","-73.954152"
"Washington Heights South","P.S. 008 Luis Belliard","40.839235","-73.936614"
"West Farms-Bronx River","Bronx Coalition Community High School","40.832508","-73.878191"
"Manhattanville","The Mott Hall School","40.816626","-73.951292"
"Bayside-Bayside Hills","P.S. 376","40.754954","-73.770314"
"Hudson Yards-Chelsea-Flatiron-Union Square","Landmark High School","40.743407","-74.00254"
"University Heights-Morris Heights","P.S. 306","40.850722","-73.910827"
"North Riverdale-Fieldston-Riverdale","Riverdale / Kingsbridge Academy (Middle School / H","40.887407","-73.914141"
"Allerton-Pelham Gardens","Pelham Gardens Middle School","40.863842","-73.836525"
"Hamilton Heights","New Heights Academy Charter School","40.82884","-73.945368"
"Clinton","Park West High School","40.7651","-73.9927"
"East New York","P.S. 273 Wortman","40.6585","-73.879276"
"Lincoln Square","P.S. 452","40.771603","-73.987515"
"Bushwick South","P.S. 299 Thomas Warren Field","40.690755","-73.917899"
"West New Brighton-New Brighton-St. George","The Harbor View School","40.647898","-74.083408"
"Brownsville","P.S. 327 Dr. Rose B. English","40.668232","-73.911788"
"New Dorp-Midland Beach","Staten Island Technical High School","40.568299","-74.117086"
"Pelham Parkway","Icahn Charter School 3","40.856531","-73.843013"
"Central Harlem North-Polo Grounds","I S 275","40.8143","-73.9433"
"Cambria Heights","P.S./M.S. 147 Ronald McNair","40.698028","-73.74014"
"Gravesend","P.S. 212 Lady Deborah Moody","40.587612","-73.985368"
"East Harlem North","P.S. 007 Samuel Stern","40.800616","-73.939374"
"East Concourse-Concourse Village","Performance School","40.823014","-73.922527"
"Hollis","I.S. 192 The Linden","40.705989","-73.752885"
"Central Harlem South","The Opportunity Charter School","40.801573","-73.955583"
"Bushwick North","Bushwick Outreach","40.6954","-73.9151"
"North Side-South Side","J.H.S. 050 John D. Wells","40.711915","-73.960137"
"Middle Village","P.S./I.S. 087 Middle Village","40.711559","-73.871674"
"Crown Heights North","Nelson Mandela High School","40.678478","-73.931604"
"New Dorp-Midland Beach","The Stephanie A. Vierno School","40.573599","-74.108492"
"Jackson Heights","P.S. 148 Queens","40.757629","-73.878638"
"Crown Heights South","Prospect Heights Hs","40.6703","-73.9617"
"Sunset Park East","P.S. 69 Vincent D. Grippo School","40.632392","-74.009752"
"Far Rockaway-Bayswater","P.S. 043","40.59348","-73.761086"
"East Concourse-Concourse Village","Bronx Leadership Academy II High School","40.821828","-73.922366"
"Hollis","P.S. 134 Hollis","40.707535","-73.754747"
"East Tremont","Wings Academy","40.841376","-73.875262"
"Bedford Park-Fordham North","P.S. 246 Poe Center","40.865972","-73.8953"
"Hudson Yards-Chelsea-Flatiron-Union Square","Liberty High School Academy for Newcomers","40.74182","-74.000238"
"Brownsville","Mott Hall Bridges Academy","40.666187","-73.911279"
"Lindenwood-Howard Beach","P.S. 207 Rockwood Park","40.657736","-73.843881"
"Mott Haven-Port Morris","P.S. 043 Jonas Bronck","40.806452","-73.921593"
"Rego Park","P.S. 206 The Horace Harding School","40.73404","-73.861004"
"Far Rockaway-Bayswater","P.S. 215 Lucretia Mott","40.599467","-73.758587"
"Clinton","Professional Performing Arts High School","40.761327","-73.988665"
"Murray Hill","Flushing International High School","40.759963","-73.818399"
"Port Richmond","New World Preparatory Charter School","40.639677","-74.137166"
"North Side-South Side","Brooklyn Arbor Elementary School","40.710107","-73.954678"
"Annadale-Huguenot-Prince's Bay-Eltingville","P.S. 055 Henry M. Boehm","40.536625","-74.163037"
"Prospect Lefferts Gardens-Wingate","Brooklyn Institute for Liberal Arts","40.658671","-73.943839"
"Claremont-Bathgate","P.S. 058","40.846383","-73.898826"
"Chinatown","M.S. 131","40.716231","-73.993607"
"Highbridge","Family Life Academy Charter School","40.840262","-73.918665"
"Jackson Heights","P.S. 149 Christa McAuliffe","40.755759","-73.874505"
"Belmont","Cardinal McCloskey Community Charter School","40.851395","-73.887345"
"Great Kills","The Barbara Esselborn School","40.551926","-74.13664"
"Kew Gardens Hills","P.S. Q255","40.724195","-73.80938"
"Bedford Park-Fordham North","P.S./I.S. 54","40.864872","-73.88794"
"Van Cortlandt Village","The New School for Leadership and Journalism","40.875636","-73.901565"
"Morrisania-Melrose","P.S. 212","40.828406","-73.900121"
"Canarsie","Urban Action Academy","40.640543","-73.898601"
"Central Harlem North-Polo Grounds","Harlem Village Academy West Charter School","40.821208","-73.941111"
"Far Rockaway-Bayswater","P.S. 104 The Bays Water","40.608002","-73.764621"
"Marble Hill-Inwood","PS 176","40.8667","-73.924"
"Windsor Terrace","M.S. 839","40.647598","-73.973363"
"East Harlem South","NYC Autism Charter School East Harlem","40.785559","-73.940919"
"Seagate-Coney Island","P.S. 188 Michael E. Berdy","40.576733","-74.000489"
"Murray Hill","P.S. 022 Thomas Jefferson","40.761744","-73.811373"
"Lower East Side","Orchard Collegiate Academy","40.713362","-73.986051"
"Clinton Hill","The Urban Assembly Unison School","40.684286","-73.960536"
"Murray Hill","J.H.S. 185 Edward Bleeker","40.774906","-73.818607"
"Crown Heights South","P.S. 221 Toussaint L'Ouverture","40.663964","-73.935753"
"North Side-South Side","Greenpoint High School For Engineering And Automot","40.721448","-73.953328"
"East New York (Pennsylvania Ave)","School of the Future Brooklyn","40.665446","-73.897604"
"East Tremont","P.S. 3 Raul Julia Micro Society","40.850131","-73.89163"
"Lenox Hill-Roosevelt Island","Ella Baker School","40.765638","-73.959777"
"Stuyvesant Heights","P.S. 028 The Warren Prep Academy","40.680239","-73.921099"
"North Side-South Side","Success Academy Charter School - Williamsburg","40.711915","-73.960137"
"Crotona Park East","Performance Conservatory High School","40.836245","-73.890591"
"Crotona Park East","Bronx Envision Academy","40.836245","-73.890591"
"Brownsville","P.S. 189 The Bilingual Center","40.665228","-73.925435"
"Claremont-Bathgate","P.S. 059 The Community School of Technology","40.853141","-73.893639"
"South Jamaica","Jamaica Children's School","40.693559","-73.790975"
"North Corona","P.S. 143 Louis Armstrong","40.755393","-73.855715"
"West New Brighton-New Brighton-St. George","Curtis High School","40.645436","-74.082149"
"Clinton","Success Academy Hell's Kitchen (Manhattan 2)","40.763655","-73.990318"
"Old Astoria","P.S. 234","40.766898","-73.923044"
"East Harlem North","Coalition School for Social Change","40.799265","-73.93374"
"Brownsville","P.S. 183 Daniel Chappie James","40.6602","-73.9139"
"Forest Hills","Metropolitan Expeditionary Learning School","40.708431","-73.855543"
"East Concourse-Concourse Village","Bronx High School for Medical Science","40.839307","-73.911366"
"Battery Park City-Lower Manhattan","Urban Assembly School of Business for Young Women,","40.705688","-74.013303"
"Crown Heights North","Pathways in Technology Early College High School (","40.675905","-73.939282"
"East Concourse-Concourse Village","M.S. 594","40.827438","-73.914067"
"Madison","P.S. 255 Barbara Reing School","40.604461","-73.955891"
"East Williamsburg","P.S. 257 John F. Hylan","40.702759","-73.941345"
"Schuylerville-Throgs Neck-Edgewater Park","Urban Assembly Academy of Civic Engagement","40.826794","-73.818083"
"Norwood","P.S. 168","40.869482","-73.878731"
"West Brighton","P.S. 90 Edna Cohen School","40.578192","-73.980387"
"Springfield Gardens South-Brookville","I.S. 231 Magnetech 2000","40.664809","-73.759396"
"Sunset Park East","West Brooklyn Community High School","40.642619","-73.992151"
"Hunts Point","Hyde Leadership Charter School","40.815827","-73.885284"
"Crown Heights South","Aspirations Diploma Plus High School","40.669561","-73.955188"
"Claremont-Bathgate","Mott Hall Bronx High School","40.839508","-73.901774"
"Astoria","P.S. 070","40.761762","-73.913964"
"East Concourse-Concourse Village","Grant Avenue Elementary School","40.828009","-73.917705"
"Briarwood-Jamaica Hills","Jamaica Gateway to the Sciences","40.714551","-73.798658"
"Soundview-Castle Hill-Clason Point-Harding Park","Pablo Neruda Academy","40.821218","-73.85593"
"Norwood","Norwood Academy Of Communal Excellence At The Isob","40.876819","-73.881245"
"Bronxdale","Pelham Preparatory Academy","40.860443","-73.860729"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","P.S. 206 Joseph F Lamb","40.596876","-73.948453"
"East Harlem South","Central Park East II","40.785559","-73.940919"
"Melrose South-Mott Haven North","Academy of Public Relations","40.818703","-73.905389"
"Bedford","Urban Dove Charter School","40.689574","-73.950714"
"Washington Heights South","School in the Square Public Charter School","40.848864","-73.936073"
"Hamilton Heights","Hamilton Heights School","40.826514","-73.947599"
"North Side-South Side","Frances Perkins Academy","40.721448","-73.953328"
"Central Harlem North-Polo Grounds","Eagle Academy for Young Men of Harlem","40.817228","-73.947151"
"Bushwick North","P.S. /I.S. 384 Frances E. Carter","40.689883","-73.904695"
"Mott Haven-Port Morris","Foreign Language Academy of Global Studies","40.811051","-73.909363"
"Hunters Point-Sunnyside-West Maspeth","Aviation Career & Technical Education High School","40.743309","-73.929577"
"Borough Park","P.S. 048 Mapleton","40.621481","-73.987165"
"Sunset Park West","I.S. 136 Charles O. Dewey","40.652127","-74.007596"
"Gravesend","P.S. 095 The Gravesend","40.595996","-73.974664"
"Brownsville","Christopher Avenue Community School","40.672216","-73.906018"
"Schuylerville-Throgs Neck-Edgewater Park","Westchester Square Academy","40.839775","-73.839583"
"College Point","College Point Collaborative","40.785129","-73.843504"
"New Dorp-Midland Beach","I.S. R002 George L. Egbert","40.576728","-74.099685"
"Co-op City","P.S. 723","40.88298","-73.831856"
"Dyker Heights","P.S. 176 Ovington","40.624835","-74.005205"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Rockaway Collegiate High School","40.586012","-73.825317"
"Chinatown","Urban Assembly Maker Academy","40.711441","-74.000851"
"Springfield Gardens North","Catherine & Count Basie Middle School 72","40.675014","-73.775643"
"Upper West Side","The Anderson School","40.780536","-73.977602"
"East Elmhurst","Forte Preparatory Academy Charter School","40.759419","-73.861594"
"Upper West Side","P.S. 166 The Richard Rodgers School of The Arts an","40.788925","-73.972557"
"Bensonhurst East","Brooklyn School of Inquiry","40.606994","-73.986678"
"Soundview-Bruckner","P.S. 152 Evergreen","40.823941","-73.880479"
"Jackson Heights","Renaissance Charter School","40.749934","-73.884817"
"Central Harlem South","New York French American Charter School","40.807537","-73.954228"
"East New York (Pennsylvania Ave)","Thomas Jefferson High School","40.6675","-73.8947"
"Allerton-Pelham Gardens","P.S. 121 Throop","40.866474","-73.85051"
"Elmhurst","Newtown High School","40.740824","-73.874129"
"Highbridge","The Highbridge Green School","40.838232","-73.927892"
"East New York","Spring Creek Community School","40.657266","-73.874064"
"Van Cortlandt Village","DeWitt Clinton High School","40.879958","-73.889011"
"Clinton Hill","Achievement First Endeavor Charter School","40.682422","-73.965928"
"Mott Haven-Port Morris","Bronx Charter School for Children","40.81264","-73.919913"
"Bronxdale","J.H.S. 135 Frank D. Whalen","40.8621","-73.8646"
"Bedford","Success Academy Charter School - Bed-Stuy 1","40.696698","-73.947557"
"Van Cortlandt Village","P.S. 095 Sheila Mencher","40.883049","-73.891664"
"West New Brighton-New Brighton-St. George","P.S. 031 William T. Davis","40.64209","-74.08542"
"Central Harlem North-Polo Grounds","Democracy Prep Harlem Charter School","40.814598","-73.945"
"East Tremont","The School of Science and Applied Learning","40.846128","-73.886721"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Brooklyn LAB Charter School","40.70043","-73.987399"
"Upper West Side","Louis D. Brandeis High School","40.786134","-73.974483"
"Port Richmond","I.S. 051 Edwin Markham","40.623077","-74.145522"
"Longwood","P.S. 130 Abram Stevens Hewitt","40.817742","-73.901709"
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx Community High School","40.821218","-73.85593"
"Mott Haven-Port Morris","P.S. 220 Mott Haven Village School","40.8095","-73.9199"
"Claremont-Bathgate","P.S. 159 Luis Munoz Marin Biling","40.85568","-73.893136"
"Bushwick South","M.S. 582","40.708804","-73.939385"
"Williamsbridge-Olinville","High School of Computers and Technology","40.875172","-73.861649"
"Manhattanville","P.S. 129 John H. Finley","40.814914","-73.95202"
"North Corona","Helen M. Marshall School","40.757888","-73.859202"
"Queensboro Hill","P.S. 163 Flushing Heights","40.741107","-73.808765"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","City Polytechnic High School of Engineering, Archi","40.695444","-73.986105"
"Bushwick South","I.S. 296 - The Anna Gonzalez Community School","40.688647","-73.910589"
"St. Albans","P.S. 015 Jackie Robinson","40.68605","-73.756546"
"Chinatown","School for Global Leaders","40.72004","-73.986038"
"Mount Hope","P.S. 170","40.844367","-73.913253"
"Stuyvesant Heights","Bedford Stuyvesant New Beginnings Charter School","40.694676","-73.937717"
"Williamsbridge-Olinville","North Bronx School of Empowerment","40.880649","-73.860126"
"Eastchester-Edenwald-Baychester","P.S. 112 Bronxwood","40.88494","-73.843977"
"Clinton Hill","P.S. 003 The Bedford Village","40.682311","-73.955219"
"East New York","Brooklyn Scholars Charter School","40.669356","-73.867138"
"Greenpoint","The Greenpoint Community Middle School At The John","40.719818","-73.947932"
"Lenox Hill-Roosevelt Island","P.S. 158 Bayard Taylor","40.770215","-73.950745"
"Borough Park","Franklin Delano Roosevelt High School","40.621299","-73.982583"
"Ridgewood","I.S. 093 Ridgewood","40.705609","-73.903057"
"Bedford","Bedford Academy High School","40.685486","-73.953692"
"North Side-South Side","Brooklyn Preparatory High School","40.715561","-73.954815"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","Origins High School","40.593157","-73.936635"
"Prospect Lefferts Gardens-Wingate","P.S. 091 The Albany Avenue School","40.661806","-73.940707"
"Lower East Side","P.S. 110 Florence Nightingale","40.7162","-73.9798"
"Highbridge","P.S. 073 Bronx","40.832609","-73.926415"
"Washington Heights South","Community Health Academy of the Heights","40.833695","-73.942074"
"Central Harlem North-Polo Grounds","P.S. 175 Henry H Garnet","40.814388","-73.942706"
"North Side-South Side","A-Tech High School","40.721448","-73.953328"
"East New York","P.S. 202 Ernest S. Jenkyns","40.665817","-73.876084"
"Longwood","M.S. 302 Luisa Dessus Cruz","40.816078","-73.901599"
"Astoria","P.S. 151 Mary D. Carter","40.758027","-73.908146"
"Manhattanville","KIPP Infinity Charter School","40.819793","-73.956814"
"Prospect Lefferts Gardens-Wingate","P.S. K141","40.656423","-73.951575"
"Canarsie","Canarsie High School","40.640543","-73.898601"
"Westchester-Unionport","P.S. 036 Unionport","40.82948","-73.849791"
"Sunset Park West","Sunset Park Avenues Elementary School","40.650793","-74.008106"
"Ridgewood","P.S. 81Q Jean Paul Richter","40.703942","-73.911885"
"Van Nest-Morris Park-Westchester Square","P.S. 083 Donald Hertz","40.849176","-73.858769"
"Maspeth","P.S. 229 Emanuel Kaplan","40.734682","-73.897108"
"Queens Village","P.S./I.S. 295","40.720617","-73.731398"
"Clinton","P.S. 111 Adolph S. Ochs","40.76588","-73.989776"
"Fort Greene","Success Academy Fort Greene (Brooklyn 5)","40.697177","-73.976104"
"Williamsbridge-Olinville","The Young Scholars Academy of The Bronx","40.880649","-73.860126"
"Briarwood-Jamaica Hills","Hillside Arts & Letters Academy","40.714551","-73.798658"
"Fresh Meadows-Utopia","P.S. 026 Rufus King","40.735935","-73.777607"
"Ocean Hill","Eagle Academy for Young Men II","40.678124","-73.915106"
"Crown Heights North","P.S. 167 The Parkway","40.669557","-73.934316"
"Queensbridge-Ravenswood-Long Island City","P.S. 076 William Hallet","40.760862","-73.94163"
"Clinton Hill","Brooklyn Community Arts & Media High School (BCAM)","40.692015","-73.95818"
"Crotona Park East","Fannie Lou Hamer Freedom High School","40.831212","-73.885804"
"Morrisania-Melrose","P.S. 063 Author's Academy","40.83093","-73.901859"
"Yorkville","P.S. 290 Manhattan New School","40.775181","-73.952777"
"West Brighton","Abraham Lincoln High School","40.582627","-73.968733"
"Prospect Heights","M.S. 571","40.678554","-73.966333"
"Soundview-Castle Hill-Clason Point-Harding Park","J.H.S. 131 Albert Einstein","40.822925","-73.859998"
"Woodside","P.S. 011 Kathryn Phelan","40.746127","-73.909032"
"Mott Haven-Port Morris","P.S. 018 John Peter Zenger","40.816369","-73.922697"
"Forest Hills","P.S. 101 School in the Gardens","40.715543","-73.8434"
"Sunset Park West","P.S. 506: The School of Journalism & Technology","40.64195","-74.019299"
"Jackson Heights","Valence College Preparatory Charter School","40.759705","-73.891847"
"Old Astoria","Young Women's Leadership School, Astoria","40.770769","-73.92383"
"Old Town-Dongan Hills-South Beach","P.S. 11 Thomas Dongan School","40.590887","-74.098252"
"Claremont-Bathgate","South Bronx Classical Charter School III","40.829793","-73.906403"
"Belmont","Bronx Academy for Software Engineering (BASE)","40.855392","-73.882487"
"Hudson Yards-Chelsea-Flatiron-Union Square","Ballet Tech, NYC Public School for Dance","40.738521","-73.989481"
"Glen Oaks-Floral Park-New Hyde Park","Irwin Altman Middle School 172","40.741409","-73.713245"
"Erasmus","M.S. 246 Walt Whitman","40.648352","-73.95348"
"Crown Heights North","P.S. 138 Brooklyn","40.673943","-73.951559"
"Park Slope-Gowanus","Magnet School of Math, Science and Design Technolo","40.660912","-73.985946"
"Fordham South","KIPP All Charter School","40.857932","-73.903764"
"Hunters Point-Sunnyside-West Maspeth","The Children's Lab School","40.74258","-73.922604"
"East New York","Imagine Me Leadership Charter School","40.660077","-73.883469"
"Brownsville","P.S. 298 Dr. Betty Shabazz","40.671015","-73.907718"
"Co-op City","Harry S Truman High School","40.874035","-73.831669"
"East Concourse-Concourse Village","Urban Science Academy","40.827438","-73.914067"
"Belmont","East Fordham College & Career Preparatory High Sch","40.859466","-73.888625"
"Prospect Heights","Elijah Stroud Middle School","40.674685","-73.961418"
NULL,"Our World Neighborhood Charter School 2","40.671281","-73.856042"
"Hudson Yards-Chelsea-Flatiron-Union Square","P.S. 011 William T. Harris","40.744186","-74.000743"
"Morningside Heights","M.S. M246 Crossroads School","40.802653","-73.965949"
"East Concourse-Concourse Village","The Family School","40.831873","-73.917526"
"Prospect Lefferts Gardens-Wingate","George W Wingate Hs","40.6589","-73.9425"
"Washington Heights South","P.S. 173","40.845459","-73.939785"
"Mott Haven-Port Morris","Zeta Charter Schools - New York City 2","40.809462","-73.924847"
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Marsh Avenue School for Expeditionary Learning","40.581958","-74.159343"
"East Harlem North","Manhattan Center for Science and Mathematics","40.794184","-73.932868"
"Mott Haven-Port Morris","South Bronx Classical Charter School II","40.808194","-73.925459"
"Park Slope-Gowanus","P.S. 133 William A. Butler","40.679916","-73.980455"
"Bushwick South","P.S. 120 Carlos Tapia","40.700819","-73.937888"
"Windsor Terrace","Brooklyn College Academy","40.649055","-73.972312"
"Park Slope-Gowanus","Hellenic Classical Charter School","40.662985","-73.992254"
"Clinton Hill","P.S. 056 Lewis H. Latimer","40.684286","-73.960536"
"South Ozone Park","P.S. 155","40.679105","-73.810067"
